url,title,price,brand,description,image_url,scraped_at,spec_Bàn_Phím,spec_Bảo_hành,spec_CPU,spec_Camera,spec_Card_màn_hình,spec_Chất_liệu_vỏ,spec_Cổng_kết_nối,spec_Hệ_điều_hành,spec_Kích_thước,spec_Kết_nối_không_dây,spec_Pin,spec_Ram,spec_Sạc,spec_Trọng_lượng,spec_Tình_trạng,spec_Độ_phân_giải,spec_Ổ_cứng
https://sazo.vn/products/legion-pro-5-2025-y9000p-blackultra-9-275hx-32gb-ram-1tb-ssd-rtx-50605070,Legion Pro 5 2025 Y9000P (Black)(Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5060/5070),"42,600,000₫",Lenovo,,,2025-08-01 18:51:50,"Full size, có led phím",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",HD camera,"Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W, Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7 115W",Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng Thunderbolt 4 (USB4 40Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB(16+16) DDR5-6400MHz (hỗ trợ nâng cấp),300W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) OLED, không cảm ứng, độ sáng 1100nits, độ phủ màu 100% DCI-P3, tỷ lệ tương phản 1000,000:1, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 0.08ms, DisplayHDR™ True Black 1000, Dolby Vision®, NVIDIA® G-SYNC®",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/thinkpad-t14p-ai-2025-ultra-5-225h-32gb-ram-1tb-ssd,ThinkPad T14P AI 2025 (Ultra 5-225H| 32GB RAM| 1TB SSD),"28,500,000₫",Lenovo,,,2025-08-01 18:51:52,Đèn nền trắng,12 tháng,"Intel Core Ultra 5-225H (14 nhân 14 luồng, xung nhịp tối đa với Turbo Boost tới 4.9GHz, 18 MB Cache)",FullHD IR camera,Intel® Arc™ 130T (onboard),Nhôm,"2x USB-C® Thunderbolt™ 4, 2x USB-A 3.2 Gen 1, 1x HDMI® 2.1, 1x Headphone / mic combo, 1x RJ45",Windows 11 Home,325.5 x 227.6 x 17.7 mm,Wifi 7 + Bluetooth 5.4,75wh,32GB(16+16) DDR5-5600MHz (có thể nâng cấp được),65W,~1.56 kg,"Mới 100% - FullBox, nhập khẩu","14.5"" (3k) IPS, 500nit, 120Hz, 100% DCI-P3, Eyesafe®-certified low blue light, ΔE<1",1TB PCIe® Gen4 NVMe™ TLC M.2 SSD
https://sazo.vn/products/xiaoxin-pro-14-gt-2025-ultra-9-285h-32gb-ram-1tb-ssdlenovo-ideapad-5-pro,Xiaoxin Pro 14 GT 2025 (Ultra 9-285H| 32GB RAM| 1TB SSD)(Lenovo IdeaPad 5 Pro),"27,690,000₫",Lenovo,,,2025-08-01 18:51:53,"Rút gọn, led trắng",12 tháng,"Intel® Core™ Ultra 9 285H (16 nhân, 16 luồng, xung nhịp có thể đạt tới 5.4GHz với turbo boost, 24 MB Intel® Smart Cache) Intel AI Boost",FHD camera,Intel® Arc™ 140T (onboard),Kim loại,"2x USB-A , 2x Thunderbolt™ 4 type C, 1x HDMI® 2.1 , 1x jack tai Nghe 3.5mm, 1x khe đọc ghi thẻ SD",Windows 11 Home,31.2 x 22.1 x 1.55 cm,Wifi 7 + Bluetooth 5.4,84wh,32GB LPDDR5x 8533 MT/s (không hỗ trợ nâng cấp),100W,1.39 kg,"Mới 100% - FullBox, nhập khẩu","14″ 2.8K (2880x1800) OLED, màn gương, không cảm ứng, tần số quét màn 120Hz, tỷ lệ khung hình 16:10, độ sáng hãng công bố có thể đạt tới tận 1100nits, chứng chỉ màn bảo vệ mắt Eyesafe® Certified 2.0, DisplayHDR™ True Black 1000",1TB PCIe® 4.0 x4 NVME 2242 M.2 SSD
https://sazo.vn/products/thinkpad-x9-14-2025-touch-ultra-9-288v-32gb-ram-2tb-ssd-aura-edition,ThinkPad X9-14 2025 Touch (Ultra 9-288V| 32GB RAM| 2TB SSD) Aura Edition,"53,400,000₫",Lenovo,,,2025-08-01 18:51:55,"Rút gọn, có led",12 tháng,"Intel Core Ultra 9 288V (8nhân (gồm 4 nhân P và 4 nhân E) 8 luồng, xung nhịp cơ bản từ 3.3GHz có thể đạt max P-core với turbo boost tới 5.1GHz, 12 MB Intel® Smart Cache)","FHD camera, bảo mật vân tay",Intel® Arc™ Graphics 140V,Kim loại,"2x Thunderbolt™ 4 (USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1, 1x Jack Tai Nghe, 1x HDMI® 2.1, 1x USB-A 3.2 Gen 2 (USB 10Gbps), Always On",Windows 11 Home,31.18 x 21.23 x 0.67 - 1.71 cm,Wifi 7 + Bluetooth 5.4,55wh,32GB LPDDR5x 8533MHz (không hỗ trợ nâng cấp),65W,~1.21 kg,"Mới 100% - FullBox, nhập khẩu","14"" 2.8K (2880 x 1800) OLED, màn gương, có cảm ứng, tần số quét 120Hz, độ sáng màn hình 500nits, 100% DCI-P3, DisplayHDR True Black 600, Dolby Vision, LOW BLUE LIGHT, đạt chứng nhận bảo vệ mắt Eyesafe2.0 certification",2TB PCIe® NVMe™ M.2 SSD gen 4
https://sazo.vn/products/thinkpad-x9-14-2025-touch-ultra-7-258v-32gb-ram-1tb-ssd-aura-edition,ThinkPad X9-14 2025 Touch (Ultra 7-258V| 32GB RAM| 1TB SSD) Aura Edition,"43,000,000₫",Lenovo,,,2025-08-01 18:51:57,"Rút gọn, có led",12 tháng,"Intel Core Ultra 7 258V 32GB (8nhân (gồm 4 nhân P và 4 nhân E) 8 luồng, xung nhịp cơ bản từ 2.2GHz có thể đạt max P-core với turbo boost tới 4.8GHz, 12 MB Intel® Smart Cache)","FHD camera, bảo mật vân tay",Intel® Arc™ Graphics 140V,Kim loại,"2x Thunderbolt™ 4 (USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1, 1x Jack Tai Nghe, 1x HDMI® 2.1, 1x USB-A 3.2 Gen 2 (USB 10Gbps), Always On",Windows 11 Home,31.18 x 21.23 x 0.67 - 1.71 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB LPDDR5x 8533MHz (không hỗ trợ nâng cấp),65W,~1.21 kg,"Mới 100% - FullBox, nhập khẩu","14"" 2.8K (2880 x 1800) OLED, màn gương, có cảm ứng, tần số quét 120Hz, độ sáng màn hình 500nits, 100% DCI-P3, DisplayHDR True Black 600, Dolby Vision, LOW BLUE LIGHT, đạt chứng nhận bảo vệ mắt Eyesafe2.0 certification",1TB PCIe® NVMe™ M.2 SSD gen 4
https://sazo.vn/products/legion-pro-7i-2025-y9000pblackultra-9-275hx-32gb-ram-1tb-ssd-rtx-5080,Legion Pro 7i 2025 Y9000P (Black)(Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5080),"71,500,000₫",Lenovo,,,2025-08-01 18:51:59,"Full size, có led phím RGB",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",HD camera,Intel® Graphics + NVIDIA® GeForce RTX 5080 Laptop GPU 16GB GDDR7,Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng Thunderbolt 4 (USB4 40Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB DDR5-6400MHz (hỗ trợ nâng cấp),400W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) OLED màn gương, không cảm ứng, độ sáng 1100nits, độ phủ màu 100% DCI-P3, tỷ lệ tương phản 1000,000:1, tỷ lệ khung hình 16:10, tần số quét 240Hz, DisplayHDR™ True Black 1000, Dolby Vision®, NVIDIA® G-SYNC®, Advanced Optimus support",1TB PCIe® 4.0 x4 NVME SSD(1 x PCIe Gen4 + 1 x PCIe Gen5)
https://sazo.vn/products/legion-pro-7i-2025-y9000pwhiteultra-9-275hx-32gb-ram-1tb-ssd-rtx-5080,Legion Pro 7i 2025 Y9000P (White)(Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5080),"73,000,000₫",Lenovo,,,2025-08-01 18:52:01,"Full size, có led phím RGB",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",HD camera,Intel® Graphics + NVIDIA® GeForce RTX 5080 Laptop GPU 16GB GDDR7,Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng Thunderbolt 4 (USB4 40Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB DDR5-6400MHz (hỗ trợ nâng cấp),400W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) OLED màn gương, không cảm ứng, độ sáng 1100nits, độ phủ màu 100% DCI-P3, tỷ lệ tương phản 1000,000:1, tỷ lệ khung hình 16:10, tần số quét 240Hz, DisplayHDR™ True Black 1000, Dolby Vision®, NVIDIA® G-SYNC®, Advanced Optimus support",1TB PCIe® 4.0 x4 NVME SSD(1 x PCIe Gen4 + 1 x PCIe Gen5)
https://sazo.vn/products/xiaoxin-15c-2025-lenovo-ideapad-slim-3-r7-8745hs-16gb-ram-512gb-ssd,Xiaoxin 15c 2025 (Lenovo IdeaPad Slim 3) R7-8745HS 16GB RAM 512GB SSD,"15,800,000₫",Lenovo,,,2025-08-01 18:52:05,"Full size, không đèn led",12 tháng,"Ryzen 7 8745HS (8 cores x 16 threads, up to 4.9 GHz turbo boost)",HD camera,AMD Radeon 780M,Kim loại,"2x USB-A 3.2 Gen 1, 1x SD Card Reader, 1x USB-C® 3.2 Gen 2 (PD 3.0 & DP 1.2), 1x HDMI, 1x Headphone / microphone combo jack (3.5mm), 1x DC-N power port",Windows 11 Home,34.34 x 23.95 x 1.69-1.79 cm,Wifi 6 + Bluetooth,60wh,16GB (8GB onboard + 8GB in slot) (ram hỗ trợ DDR5 5600MHz),65W,~1.49 kg,"Mới 100% - FullBox, nhập khẩu","15.1″ 2.5K(2560x1600) OLED, màn gương, không cảm ứng, tần số quét màn 165Hz, tỷ lệ khung hình 16:10, độ sáng 500nits, DC dimmer, độ phủ màu 100% DCI-P3, tỷ lệ tương phản 100,000:1, tốc độ phản hồi hình ảnh 3ms, hỗ trợ DisplayHDR™ True Black 600, màn giảm ánh sáng xanh chống hại mắt đạt chuẩn TÜV Low Blue Light",512GB PCIe NVMe M.2 SSD (2 slot)
https://sazo.vn/products/xiaoxin-pro-14-gt-2025-ai-9-h-365-32gb-ram-1tb-ssdideapad-5-pro,Xiaoxin Pro 14 GT 2025 (AI 9 H 365| 32GB RAM| 1TB SSD)(IdeaPad 5 Pro),"26,390,000₫",Lenovo,,,2025-08-01 18:52:07,"Rút gọn, led trắng",12 tháng,"AMD Ryzen AI 9 H 365 (10 nhân 20 luồng, xung nhịp cơ bản ~2GHz, tối đa có thể đạt ~5GHz, 10MB L2 Cache, 24MB L3 Cache, default TDP 28W, 4nm, Zen 5)",FHD camera,AMD Radeon™ 880M,Kim loại,"2x USB-A , 2x Thunderbolt™ 4 type C, 1x HDMI® 2.1 , 1x jack tai Nghe 3.5mm, 1x khe đọc ghi thẻ SD",Windows 11 Home,31.2 x 22.1 x 1.55 cm,Wifi 7 + Bluetooth 5.4,84wh,32GB LPDDR5x 8000MT/s (không hỗ trợ nâng cấp),100W,1.39 kg,"Mới 100% - FullBox, nhập khẩu","14″ 2.8K (2880x1800) OLED, màn gương, không cảm ứng, tần số quét màn 120Hz, tỷ lệ khung hình 16:10, độ sáng hãng công bố có thể đạt tới tận 1100nits, chứng chỉ màn bảo vệ mắt Eyesafe® Certified 2.0, DisplayHDR™ True Black 1000",1TB PCIe® 4.0 x4 NVME 2242 M.2 SSD
https://sazo.vn/products/thinkpad-x9-15-2025-touch-ultra-7-258v-32gb-ram-1tb-ssd-aura-edition,ThinkPad X9-15 2025 Touch (Ultra 7-258V| 32GB RAM| 1TB SSD) Aura Edition,"43,000,000₫",Lenovo,,,2025-08-01 18:52:09,"Rút gọn, có led",12 tháng,"Intel Core Ultra 7 258V 32GB (8nhân (gồm 4 nhân P và 4 nhân E) 8 luồng, xung nhịp cơ bản từ 2.2GHz có thể đạt max P-core với turbo boost tới 4.8GHz, 12 MB Intel® Smart Cache)","FHD camera, bảo mật vân tay",Intel® Arc™ Graphics 140V,Kim loại,"2x Thunderbolt™ 4 (USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1, 1x Jack Tai Nghe, 1x HDMI® 2.1, 1x USB-A 3.2 Gen 2 (USB 10Gbps), Always On",Windows 11 Home,33.95 x 22.85 x 1.29 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB LPDDR5x 8533MHz (không hỗ trợ nâng cấp),65W,~1.4 kg,"Mới 100% - FullBox, nhập khẩu","15.3"" 2.8K (2880 x 1800) OLED, màn gương, có cảm ứng, tần số quét 120Hz, độ sáng màn hình 500nits, 100% DCI-P3, DisplayHDR True Black 600, Dolby Vision, LOW BLUE LIGHT, đạt chứng nhận bảo vệ mắt Eyesafe2.0 certification, X-Rite color calibration",1TB PCIe® NVMe™ M.2 SSD gen 4
https://sazo.vn/products/thinkpad-t14-gen-4-r5-7540u-32gb-ram-1tb-ssd,ThinkPad T14 Gen 4 (R5-7540U| 32GB RAM| 512GB SSD),"18,700,000₫",Lenovo,,,2025-08-01 18:52:11,Rút gọn,12 tháng,"AMD Ryzen™ 5 PRO 7540U Processor (3.20 GHz up to 4.90 GHz Max Boost, 6 Cores, 12 Threads, 16 MB Cache)",5MP camera,AMD Radeon 740M,Nhựa cao cấp,"1x USB-C 4.0, 1x USB-C 3.2 Gen 2, 2x USB-A 3.2 Gen 1 (1 always on), 1x HDMI 2.1 supporting resolution up to 4K@60Hz, 1x Headphone / mic combo, 1x Ethernet (RJ45), Optional: nanoSIM, Optional: Smart card reader",Windows 11 Home,17.9mm x 317.7mm x 226.9mm / 0.70″ x 12.51″ x 8.93″,Wifi 6E + Bluetooth 5.3,~52wh,32GB LPDDR5x 6400MHz (không hỗ trợ nâng cấp được),65W,~1.35 kg,"Mới 100% - FullBox, nhập khẩu","14″ WUXGA (1920 x 1200) IPS, 300 nits, antiglare, 45% NTSC",512GB PCIe® Gen4 NVMe™ M.2 SSD
https://sazo.vn/products/thinkbook-16-g7-2025-ultra-9-285h-32gb-ram-1tb-ssd,Thinkbook 16 G7+ 2025 (Ultra 9-285H| 32GB RAM| 1TB SSD),"27,990,000₫",Lenovo,,,2025-08-01 18:52:13,"Fullsize, có led phím",12 tháng,"Intel® Core™ Ultra 9 285H (16 nhân, 16 luồng, xung nhịp có thể đạt tới 5.4GHz với turbo boost, 24 MB Intel® Smart Cache) Intel AI Boost",FHD IR camera,Intel® Arc™ 140T GPU (onboard),Kim loại,"2x cổng USB-A 3.2 Gen 1, , 1x khe đọc-ghi thẻ microSD, , 1x Khe cắm chìm USB-A 2.0, , 1x USB-C 3.2 Gen 2, , 1x cổng HDMI 2.1, , 1x cổng Thunderbolt 4 type C, , 1x Cổng mạng LAN,, 1x jack tai nghe, , 1x khe khóa vật lý, , 1x cổng TGX",Windows 11 Home,35.6 x 24.8 x 1.69cm,Wifi 7 + Bluetooth 5.2,85wh,32GB DDR5 5600MHz (có hỗ trợ nâng cấp),100W,~1.9 kg,"Mới 100% - FullBox, nhập khẩu","16"" 3.2K (3200×2000) IPS, màn nhám không cảm ứng, tỷ lệ khung hình 16:10, tỷ lệ tương phản 1200:1, độ sáng lên tới 500nits, tần số quét 165Hz, 100% DCI-P3, chỉ số DeltaE <1, Dolby® Vison, TÜV Low Blue Light. (các thông số này công bố trên trang của chính",1TB PCIe® NVMe™ M.2 SSD
https://sazo.vn/products/thinkbook-14-g7-2025-ultra-9-285h-32gb-ram-1tb-ssd,Thinkbook 14 G7+ 2025 (Ultra 9-285H| 32GB RAM| 1TB SSD),"27,890,000₫",Lenovo,,,2025-08-01 18:52:15,"Rút gọn, có led phím",12 tháng,"Intel® Core™ Ultra 9 285H (16 nhân, 16 luồng, xung nhịp có thể đạt tới 5.4GHz với turbo boost, 24 MB Intel® Smart Cache) Intel AI Boost",FHD IR camera,Intel® Arc™ 140T GPU (onboard),Kim loại,"2x cổng USB-A 3.2 Gen 1, , 1x khe đọc-ghi thẻ microSD, , 1x Khe cắm chìm USB-A 2.0, , 1x USB-C 3.2 Gen 2, , 1x cổng HDMI 2.1, , 1x cổng Thunderbolt 4 type C, , 1x Cổng mạng LAN,, 1x jack tai nghe, , 1x khe khóa vật lý, , 1x cổng TGX",Windows 11 Home,32.2 x 22.8 x 1.55-1.7cm,Wifi 7 + Bluetooth 5.2,85wh,32GB LPDDR5x 8533MHz (không hỗ trợ nâng cấp),100W,1.5 kg,"Mới 100% - FullBox, nhập khẩu","14.5"" 3K (3072×1920) IPS, màn nhám không cảm ứng, tỷ lệ khung hình 16:10, tỷ lệ tương phản 1200:1, độ sáng lên tới 500nits, tần số quét 120Hz, 100% DCI-P3, chỉ số DeltaE <1, Dolby® Vison, TÜV Low Blue Light.",1TB PCIe® NVMe™ M.2 SSD
https://sazo.vn/products/thinkpad-x9-15-2025-touch-ultra-9-288v-32gb-ram-2tb-ssd,ThinkPad X9-15 2025 Touch (Ultra 9-288V| 32GB RAM| 2TB SSD) Aura Edition,"54,500,000₫",Lenovo,,,2025-08-01 18:52:16,"Rút gọn, có led",12 tháng,"Intel Core Ultra 9 288V (8nhân (gồm 4 nhân P và 4 nhân E) 8 luồng, xung nhịp cơ bản từ 3.3GHz có thể đạt max P-core với turbo boost tới 5.1GHz, 12 MB Intel® Smart Cache)","FHD camera, bảo mật vân tay",Intel® Arc™ Graphics 140V,Kim loại,"2x Thunderbolt™ 4 (USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1, 1x Jack Tai Nghe, 1x HDMI® 2.1, 1x USB-A 3.2 Gen 2 (USB 10Gbps), Always On",Windows 11 Home,33.95 x 22.85 x 1.29 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB LPDDR5x 8533MHz (không hỗ trợ nâng cấp),65W,~1.4 kg,"Mới 100% - FullBox, nhập khẩu","15.3"" 2.8K (2880 x 1800) OLED, màn gương, có cảm ứng, tần số quét 120Hz, độ sáng màn hình 500nits, 100% DCI-P3, DisplayHDR True Black 600, Dolby Vision, LOW BLUE LIGHT, đạt chứng nhận bảo vệ mắt Eyesafe2.0 certification, X-Rite color calibration",2TB PCIe® NVMe™ M.2 SSD gen 4
